일시,최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온
1990-04-07,9.8,5.5,4.3,15.3,86.3,3.1,0.0,2.35,0.0,8.3
1990-04-08,13.1,5.2,7.9,,52.8,5.5,10.2,17.98,79.1,9.0
1990-04-09,19.5,4.4,15.1,,66.5,2.9,10.4,20.2,80.6,11.7
1990-04-10,22.2,8.4,13.8,,49.5,2.1,10.6,17.71,81.5,14.9
1990-04-11,26.3,8.9,17.4,,37.0,1.8,9.4,15.85,72.3,18.4
1990-04-12,19.5,12.2,7.3,53.2,80.5,4.1,0.0,2.97,0.0,15.0
1990-04-13,12.2,5.6,6.6,4.0,88.0,4.5,0.0,1.27,0.0,7.5
1990-04-14,7.1,3.9,3.2,6.4,84.0,4.0,0.8,3.22,6.1,5.8
1990-04-15,12.8,6.2,6.6,0.5,71.5,1.9,1.6,9.01,12.2,8.9
1990-04-16,14.0,6.0,8.0,0.0,63.5,2.0,3.0,9.49,22.7,9.4
1990-04-17,15.5,4.6,10.9,,54.3,2.3,7.8,17.07,59.1,9.9
1990-04-18,16.8,5.8,11.0,,59.3,2.2,10.1,17.58,75.9,11.4
1990-04-19,19.5,5.9,13.6,,55.0,2.1,8.9,15.36,66.9,13.0
1990-04-20,17.6,11.1,6.5,0.0,55.5,2.6,1.9,10.27,14.3,13.9
1990-04-21,20.8,8.9,11.9,,61.5,1.7,7.5,14.73,56.0,14.2
1990-04-22,15.4,10.4,5.0,4.1,70.8,1.2,0.0,3.17,0.0,13.0
1990-04-23,11.4,7.0,4.4,3.7,70.3,3.0,2.9,4.7,21.6,9.7
1990-04-24,15.0,4.7,10.3,,55.3,3.6,11.0,21.59,81.5,10.0
1990-04-25,15.5,5.7,9.8,0.0,59.0,5.6,5.5,9.68,40.7,11.0
1990-04-26,15.7,8.5,7.2,,44.3,4.6,11.3,21.34,83.1,11.7
1990-04-27,20.5,6.2,14.3,,45.8,2.6,6.5,12.8,47.8,12.4
1990-04-28,16.3,12.3,4.0,7.0,88.0,2.4,0.0,2.79,0.0,13.6
1990-04-29,23.5,9.4,14.1,,60.5,2.4,11.1,21.06,81.0,16.0
1990-04-30,26.1,11.7,14.4,,42.5,1.9,10.9,20.18,79.6,18.8
1990-05-01,18.9,8.8,10.1,13.1,52.5,4.0,0.0,4.66,0.0,15.4
1990-05-02,14.8,7.4,7.4,9.5,78.8,4.8,0.0,5.17,0.0,10.4
1990-05-03,12.8,9.2,3.6,9.3,79.8,3.5,0.0,3.84,0.0,11.4
1990-05-04,12.8,8.4,4.4,1.0,87.8,2.2,0.0,2.57,0.0,10.7
1990-05-05,18.4,7.2,11.2,0.0,71.3,2.1,5.9,12.33,42.4,12.5
1990-05-06,21.7,9.3,12.4,,59.8,2.0,7.0,13.14,50.4,15.3
1990-05-07,22.7,12.7,10.0,9.8,82.0,2.2,3.5,10.69,25.2,15.3
1990-05-08,18.0,11.2,6.8,,82.5,2.5,2.7,13.63,19.3,14.2
1990-05-09,27.1,11.2,15.9,,72.8,2.3,11.2,19.02,80.0,18.0
1990-05-10,25.8,16.0,9.8,6.5,80.3,2.6,1.8,7.49,12.9,20.3
1990-05-11,18.3,14.6,3.7,9.5,92.5,2.6,0.0,3.24,0.0,16.1
1990-05-12,24.6,14.4,10.2,,77.5,2.4,9.6,21.51,68.1,17.8
1990-05-13,18.9,14.7,4.2,19.5,91.5,1.8,0.0,2.94,0.0,16.1
1990-05-14,24.1,13.8,10.3,0.1,73.8,2.2,5.7,13.53,40.4,16.9
1990-05-15,24.9,10.5,14.4,,61.5,2.5,11.9,20.42,83.8,17.6
1990-05-16,23.4,12.6,10.8,,58.5,2.3,9.8,14.18,69.0,17.9
1990-05-17,22.7,13.4,9.3,7.5,66.3,2.2,0.0,7.21,0.0,16.8
1990-05-18,16.0,12.4,3.6,9.7,94.0,4.2,0.0,2.65,0.0,13.7
1990-05-19,22.4,12.2,10.2,0.7,79.8,2.9,7.0,15.39,49.0,17.0
1990-05-20,19.5,12.8,6.7,1.6,76.5,4.8,8.2,15.92,57.3,15.7
1990-05-21,18.2,11.9,6.3,,68.0,4.4,4.7,15.32,32.9,14.6
1990-05-22,19.1,11.7,7.4,,70.8,3.2,6.9,12.54,47.9,14.9
1990-05-23,23.1,9.8,13.3,,67.0,2.6,11.2,20.13,77.8,16.1
1990-05-24,21.4,11.3,10.1,2.5,70.3,1.8,6.8,12.57,47.2,16.2
1990-05-25,22.3,11.3,11.0,,71.0,2.0,8.6,15.04,59.7,16.6
1990-05-26,24.9,11.8,13.1,,61.3,1.9,10.6,17.82,73.1,18.4
1990-05-27,25.0,13.2,11.8,,47.8,2.4,9.5,20.18,65.5,19.1
1990-05-28,24.9,15.6,9.3,0.0,65.8,2.7,8.7,20.37,60.0,19.7
1990-05-29,24.2,17.4,6.8,,74.0,1.9,0.4,8.34,2.8,20.8
1990-05-30,22.2,16.9,5.3,0.2,76.5,1.5,0.0,7.1,0.0,19.6
1990-05-31,18.2,13.3,4.9,22.3,90.3,4.7,0.0,1.39,0.0,16.1
1990-06-01,17.1,13.4,3.7,0.3,89.3,4.8,0.0,3.4,0.0,15.0
1990-06-02,23.5,13.8,9.7,,82.8,2.0,6.8,15.23,46.6,17.5
1990-06-03,26.2,13.7,12.5,,70.8,1.4,9.6,14.75,65.8,20.2
1990-06-04,28.4,16.1,12.3,,72.0,1.9,9.5,16.29,65.1,21.8
1990-06-05,26.4,15.3,11.1,,60.0,2.2,11.1,20.04,76.0,20.7
1990-06-06,28.8,16.5,12.3,,56.3,1.5,7.7,14.28,52.4,22.8
1990-06-07,29.0,19.1,9.9,,60.3,1.9,6.1,12.46,41.5,24.0
1990-06-08,22.1,16.4,5.7,39.7,83.3,2.1,0.0,2.02,0.0,19.3
1990-06-09,18.8,15.5,3.3,5.2,87.0,4.6,1.5,4.04,10.2,16.9
1990-06-10,23.7,15.6,8.1,0.0,78.8,3.8,5.1,11.73,34.7,19.1
1990-06-11,23.1,17.6,5.5,0.0,80.8,2.1,0.9,9.48,6.1,19.6
1990-06-12,25.5,17.6,7.9,0.6,79.8,1.9,6.1,13.08,41.5,20.7
1990-06-13,29.1,16.6,12.5,,75.0,2.0,10.8,19.96,73.5,22.5
1990-06-14,25.4,20.5,4.9,0.0,78.5,2.8,3.4,10.2,23.1,22.6
1990-06-15,26.4,18.3,8.1,11.4,83.8,1.4,0.2,5.74,1.4,20.7
1990-06-16,26.4,16.9,9.5,0.4,74.0,2.9,10.4,18.17,70.7,21.0
1990-06-17,29.4,17.6,11.8,,65.3,2.0,10.0,21.13,67.6,22.9
1990-06-18,24.2,17.9,6.3,49.2,88.3,2.8,0.0,1.05,0.0,20.7
1990-06-19,22.8,19.8,3.0,52.4,94.8,2.5,0.0,3.03,0.0,21.5
1990-06-20,23.0,19.1,3.9,18.7,91.5,1.4,0.0,4.13,0.0,20.8
1990-06-21,21.2,17.9,3.3,97.8,95.5,3.5,0.0,1.83,0.0,19.8
1990-06-22,22.5,17.5,5.0,0.0,90.5,1.2,0.0,4.81,0.0,20.0
1990-06-23,25.1,20.3,4.8,3.8,93.5,1.3,0.0,5.36,0.0,22.6
1990-06-24,24.6,20.3,4.3,100.7,95.3,1.8,0.0,3.12,0.0,22.8
1990-06-25,24.3,19.9,4.4,81.7,95.5,3.2,0.0,6.25,0.0,21.9
1990-06-26,21.6,18.5,3.1,23.6,96.5,1.9,0.0,2.16,0.0,20.3
1990-06-27,23.1,17.3,5.8,1.4,83.3,2.2,0.0,7.73,0.0,20.3
1990-06-28,24.0,18.8,5.2,0.1,77.8,2.4,1.6,8.6,10.9,21.6
1990-06-29,24.9,16.3,8.6,10.2,78.8,2.6,2.0,11.55,13.6,20.7
1990-06-30,26.8,18.1,8.7,,66.8,2.8,5.6,14.89,38.1,22.0
1990-07-01,27.4,16.7,10.7,,63.5,3.0,10.7,20.39,72.8,21.7
1990-07-02,21.2,18.4,2.8,14.1,82.3,3.8,0.0,5.13,0.0,19.7
1990-07-03,22.3,18.0,4.3,4.0,94.0,2.7,0.0,4.26,0.0,19.5
1990-07-04,26.3,17.6,8.7,0.5,85.3,3.1,9.5,14.69,64.6,21.2
1990-07-05,28.6,18.6,10.0,,76.3,1.5,7.5,12.48,51.0,23.9
1990-07-06,27.8,22.2,5.6,1.7,85.5,1.0,0.6,5.51,4.1,25.2
1990-07-07,29.6,24.1,5.5,20.0,88.5,1.6,2.4,6.65,16.3,26.5
1990-07-08,31.3,23.8,7.5,7.4,80.0,3.4,8.6,13.93,58.9,27.1
1990-07-09,32.3,23.2,9.1,,77.0,2.3,8.0,18.37,54.8,27.2
1990-07-10,31.3,24.2,7.1,2.2,75.8,1.7,6.5,15.09,44.5,27.4
1990-07-11,26.2,23.1,3.1,39.0,86.0,1.5,0.0,4.16,0.0,25.0
1990-07-12,31.4,21.2,10.2,9.4,83.0,2.9,9.4,20.2,64.4,25.4
1990-07-13,27.3,20.1,7.2,0.4,86.8,2.7,0.7,5.49,4.8,23.3
1990-07-14,24.0,21.4,2.6,33.0,94.5,2.5,0.0,2.95,0.0,22.6
1990-07-15,27.7,20.3,7.4,3.6,92.3,1.8,0.6,5.79,4.1,23.3
1990-07-16,28.2,22.6,5.6,31.4,90.3,2.4,1.5,6.84,10.3,24.6
1990-07-17,26.4,21.6,4.8,55.8,89.8,1.3,0.0,4.67,0.0,23.3
1990-07-18,25.3,22.2,3.1,111.0,92.3,3.5,0.0,4.67,0.0,24.0
1990-07-19,29.4,21.5,7.9,0.5,84.0,1.4,3.6,10.33,25.0,25.5
1990-07-20,28.3,23.2,5.1,23.2,91.5,2.1,0.8,5.37,5.6,25.0
1990-07-21,25.7,22.3,3.4,10.2,92.5,4.3,0.0,1.65,0.0,25.0
1990-07-22,28.7,21.8,6.9,0.8,85.8,2.0,2.2,11.72,15.3,25.7
1990-07-23,26.7,23.3,3.4,7.6,91.5,1.8,0.0,2.74,0.0,25.1
1990-07-24,26.6,21.6,5.0,73.5,90.8,3.9,0.0,2.36,0.0,24.5
1990-07-25,29.0,21.3,7.7,24.2,86.5,2.1,2.9,7.93,20.3,24.7
1990-07-26,28.9,24.3,4.6,13.0,88.8,1.0,1.9,5.75,13.3,25.6
1990-07-27,29.3,24.1,5.2,0.0,83.8,1.9,0.9,7.01,6.3,27.0
1990-07-28,32.0,25.5,6.5,0.0,81.3,2.5,9.9,15.62,69.7,28.2
1990-07-29,34.2,23.7,10.5,,79.5,2.0,11.0,17.56,77.5,28.9
1990-07-30,33.5,25.7,7.8,,80.0,1.9,8.7,13.1,61.3,28.7
1990-07-31,33.2,24.6,8.6,,75.0,2.4,8.9,13.35,63.1,28.1
1990-08-01,33.0,24.4,8.6,,75.3,2.1,10.9,20.72,77.3,28.2
1990-08-02,33.9,24.8,9.1,,77.8,2.0,10.1,15.91,71.6,28.8
1990-08-03,33.4,25.3,8.1,,72.8,2.1,8.2,14.92,58.6,28.7
1990-08-04,32.9,23.8,9.1,,72.5,2.1,10.8,16.55,77.1,28.1
1990-08-05,33.7,24.2,9.5,,72.3,1.4,4.7,12.49,33.6,28.5
1990-08-06,34.3,24.8,9.5,,70.3,1.8,11.5,19.81,82.7,29.2
1990-08-07,35.5,24.9,10.6,,69.5,1.7,7.9,15.11,56.8,29.9
1990-08-08,33.7,24.3,9.4,22.5,78.3,1.9,6.7,12.31,48.2,26.8
1990-08-09,32.0,23.0,9.0,27.3,75.8,2.1,8.4,16.67,60.9,26.8
1990-08-10,31.1,23.2,7.9,6.6,80.3,2.1,5.1,11.58,37.0,25.8
1990-08-11,31.1,22.0,9.1,,75.8,2.2,10.1,18.72,73.2,25.9
1990-08-12,32.8,22.4,10.4,,75.8,1.8,10.3,17.03,75.2,27.2
1990-08-13,33.3,23.1,10.2,,66.0,1.9,10.4,17.1,75.9,27.9
1990-08-14,27.8,23.8,4.0,23.4,82.0,3.8,2.7,5.06,19.7,25.5
1990-08-15,31.4,22.6,8.8,,79.5,1.8,7.3,15.24,53.7,26.4
1990-08-16,27.7,20.4,7.3,3.5,85.3,1.4,0.8,4.58,5.9,23.9
1990-08-17,30.6,18.5,12.1,15.9,76.0,1.7,8.6,17.94,63.2,24.6
1990-08-18,30.2,21.6,8.6,0.5,71.5,2.4,5.7,13.41,42.2,25.5
1990-08-19,26.0,24.0,2.0,5.6,85.3,1.2,0.0,3.76,0.0,25.0
1990-08-20,25.3,23.5,1.8,26.8,91.3,1.4,0.0,2.57,0.0,24.4
1990-08-21,24.6,22.8,1.8,88.5,94.3,1.9,0.0,0.49,0.0,23.8
1990-08-22,31.6,21.5,10.1,5.3,80.5,3.5,3.2,9.62,23.9,26.4
1990-08-23,29.1,21.2,7.9,1.0,80.8,3.6,9.3,13.01,69.4,24.6
1990-08-24,30.3,22.2,8.1,,77.0,2.5,9.8,16.5,73.7,25.5
1990-08-25,30.0,21.1,8.9,,78.5,1.9,7.9,16.13,59.8,25.3
1990-08-26,30.4,21.9,8.5,,82.5,1.7,6.8,12.69,51.5,25.6
1990-08-27,31.7,23.0,8.7,,69.5,1.7,6.0,12.87,45.5,26.9
1990-08-28,31.8,22.9,8.9,,70.8,2.0,8.9,13.56,67.4,26.8
1990-08-29,31.0,22.6,8.4,,68.0,1.9,7.7,12.14,58.8,26.6
1990-08-30,31.9,21.2,10.7,,69.8,1.8,10.5,15.58,80.2,26.4
1990-08-31,25.1,20.6,4.5,56.6,91.0,1.5,0.0,0.93,0.0,22.7
1990-09-01,21.4,18.8,2.6,47.8,93.5,2.8,0.0,3.72,0.0,20.3
1990-09-02,31.1,20.5,10.6,10.5,80.5,3.0,1.1,6.65,8.5,25.5
1990-09-03,27.0,19.4,7.6,0.3,79.3,1.4,5.8,9.12,45.0,22.5
1990-09-04,27.1,19.1,8.0,18.8,74.5,1.5,5.1,9.21,39.5,23.0
1990-09-05,28.2,19.7,8.5,,80.5,1.3,3.2,9.75,24.8,24.0
1990-09-06,25.9,21.6,4.3,,79.5,1.2,0.0,5.46,0.0,23.5
1990-09-07,30.8,20.1,10.7,,73.5,1.4,8.6,15.17,67.2,25.5
1990-09-08,28.3,22.6,5.7,2.2,80.0,1.9,3.1,6.6,24.4,25.2
1990-09-09,27.0,21.4,5.6,118.7,86.8,2.0,0.6,5.29,4.7,23.5
1990-09-10,23.8,17.6,6.2,120.0,94.8,1.8,0.0,0.95,0.0,22.1
1990-09-11,18.8,17.1,1.7,247.5,96.5,2.7,0.0,0.52,0.0,18.2
1990-09-12,27.0,16.8,10.2,,82.0,1.2,6.6,11.41,52.4,21.6
1990-09-13,27.2,17.8,9.4,,64.5,2.3,10.3,14.35,82.4,21.8
1990-09-14,23.2,18.2,5.0,0.2,75.8,2.0,0.3,3.57,2.4,20.3
1990-09-15,25.6,16.2,9.4,,70.0,2.5,10.7,16.78,85.6,20.6
1990-09-16,26.3,14.4,11.9,,70.3,1.4,7.3,12.19,58.9,20.3
1990-09-17,23.6,14.2,9.4,0.1,73.3,2.9,2.4,5.5,19.4,18.8
1990-09-18,21.8,10.9,10.9,,54.0,2.4,10.6,18.28,86.2,16.4
1990-09-19,25.9,10.2,15.7,,60.5,1.5,10.4,18.23,84.6,18.0
1990-09-20,25.7,13.4,12.3,,66.0,1.5,10.0,14.01,81.3,19.4
1990-09-21,26.5,15.1,11.4,,71.8,1.9,10.3,13.86,84.4,20.3
1990-09-22,26.3,15.7,10.6,,72.8,1.5,8.0,13.95,65.6,21.1
1990-09-23,23.9,17.4,6.5,4.0,78.0,1.8,0.8,5.96,6.6,20.2
1990-09-24,24.0,16.3,7.7,,69.8,2.3,5.4,11.04,44.6,19.8
1990-09-25,25.5,15.0,10.5,,56.5,2.5,10.7,15.97,88.4,20.1
1990-09-26,26.3,15.8,10.5,,59.3,2.6,10.3,16.5,85.8,20.3
1990-09-27,23.8,15.5,8.3,,62.3,1.9,5.2,10.17,43.3,19.3
1990-09-28,25.7,16.2,9.5,,72.8,1.7,6.6,11.37,55.5,20.4
1990-09-29,27.1,14.8,12.3,,65.0,1.6,9.8,14.84,82.4,20.8
1990-09-30,25.3,17.0,8.3,,63.0,1.6,6.8,11.3,57.1,20.8
1990-10-01,23.4,14.2,9.2,,63.0,2.8,10.0,14.99,84.7,18.8
1990-10-02,23.1,10.4,12.7,,56.0,1.8,10.5,15.88,89.0,16.7
1990-10-03,23.2,10.7,12.5,,61.3,1.1,6.4,9.53,54.7,16.6
1990-10-04,24.0,13.1,10.9,,61.3,1.9,10.4,14.05,88.9,18.6
1990-10-05,25.3,12.3,13.0,,70.5,1.9,10.4,12.51,88.9,18.5
1990-10-06,27.1,14.0,13.1,,65.5,1.5,9.8,13.21,84.5,20.1
1990-10-07,26.1,14.7,11.4,,53.0,1.6,10.2,15.12,87.9,20.0
1990-10-08,22.0,12.0,10.0,,63.5,1.7,5.3,7.39,46.1,17.4
1990-10-09,18.1,7.4,10.7,,47.8,2.7,8.3,12.27,72.2,12.0
1990-10-10,19.7,6.2,13.5,,50.5,1.3,9.4,12.84,81.7,12.6
1990-10-11,18.9,10.3,8.6,,60.8,1.2,4.1,6.92,36.0,14.0
1990-10-12,21.4,8.6,12.8,,65.0,1.6,9.2,11.46,80.7,14.6
1990-10-13,22.4,11.9,10.5,,64.3,1.0,1.7,6.5,14.9,16.4
1990-10-14,22.7,13.4,9.3,,72.5,0.4,8.8,12.43,77.9,17.4
1990-10-15,22.4,14.7,7.7,,77.8,1.6,5.6,8.54,49.6,17.7
1990-10-16,22.0,11.4,10.6,,70.8,3.0,8.5,11.33,75.9,17.1
1990-10-17,16.4,8.0,8.4,,49.0,3.5,9.9,15.83,88.4,11.7
1990-10-18,18.2,6.1,12.1,,52.8,2.8,9.6,15.09,85.7,12.2
1990-10-19,20.7,7.6,13.1,,64.8,2.1,9.8,11.0,88.3,14.4
1990-10-20,21.8,10.9,10.9,,74.0,1.6,8.6,10.96,77.5,15.1
1990-10-21,23.5,9.4,14.1,,59.5,1.3,9.0,10.0,81.8,15.9
1990-10-22,23.5,11.9,11.6,,50.3,1.8,8.9,11.47,80.9,17.5
1990-10-23,22.6,10.7,11.9,,49.3,1.8,9.7,10.97,88.2,16.4
1990-10-24,19.5,9.9,9.6,,65.5,1.5,4.2,6.08,38.5,15.2
1990-10-25,18.1,11.3,6.8,0.0,74.8,2.4,1.9,5.2,17.4,14.2
1990-10-26,17.1,8.2,8.9,,59.0,2.7,7.7,7.58,70.6,12.2
1990-10-27,18.6,6.5,12.1,,59.0,1.7,8.0,8.57,74.1,12.1
1990-10-28,19.1,7.2,11.9,,66.3,1.6,9.3,9.23,86.1,12.8
1990-10-29,19.7,8.6,11.1,,71.0,0.9,3.0,5.23,28.0,13.4
1990-10-30,20.6,8.8,11.8,,73.5,1.6,6.5,8.03,60.7,14.0
1990-10-31,19.6,8.3,11.3,,78.0,1.5,8.4,8.36,78.5,13.3
1990-11-01,19.1,8.7,10.4,,71.3,1.6,7.0,9.38,66.0,13.3
1990-11-02,19.5,9.9,9.6,,71.3,1.7,3.6,6.0,34.0,14.4
1990-11-03,17.7,11.2,6.5,,76.0,1.6,3.2,5.05,30.2,14.3
1990-11-04,21.9,9.4,12.5,,66.8,1.0,7.7,9.37,73.3,14.4
1990-11-05,17.8,10.0,7.8,5.5,78.8,1.9,2.9,3.46,27.6,12.7
1990-11-06,12.7,8.4,4.3,17.7,89.0,1.7,0.0,0.82,0.0,10.7
1990-11-07,14.1,7.2,6.9,,67.8,2.6,8.8,9.84,84.6,10.5
1990-11-08,13.2,4.8,8.4,,63.3,1.3,1.5,4.24,14.4,9.3
1990-11-09,10.9,-0.5,11.4,2.7,71.5,3.8,0.3,2.32,2.9,6.6
1990-11-10,1.3,-4.1,5.4,,40.0,5.1,9.0,11.67,87.4,-1.5
1990-11-11,11.7,-3.2,14.9,,69.0,1.8,3.3,4.7,32.0,3.6
1990-11-12,17.5,5.4,12.1,,79.8,2.7,7.2,7.9,69.9,11.3
1990-11-13,16.2,9.6,6.6,,80.0,2.1,3.4,6.2,33.3,12.8
1990-11-14,18.5,9.8,8.7,,75.0,2.0,4.5,6.44,44.1,14.1
1990-11-15,19.5,12.3,7.2,,72.8,1.2,5.8,6.08,56.9,14.9
1990-11-16,16.9,9.4,7.5,,83.3,1.7,4.3,5.36,42.6,12.7
1990-11-17,19.1,8.1,11.0,0.0,74.0,1.4,6.6,7.23,65.3,13.6
1990-11-18,18.0,13.8,4.2,3.7,85.5,1.6,0.0,2.38,0.0,15.2
1990-11-19,15.2,12.9,2.3,22.6,95.0,2.1,0.0,0.69,0.0,13.8
1990-11-20,13.4,-2.1,15.5,0.7,62.5,4.9,6.4,7.29,64.0,7.7
1990-11-21,2.9,-4.9,7.8,,39.5,3.2,8.9,8.48,89.0,-0.6
1990-11-22,9.2,1.7,7.5,0.0,75.8,1.8,0.0,0.38,0.0,5.2
1990-11-23,11.7,1.8,9.9,,71.8,1.2,5.3,6.26,53.0,6.5
1990-11-24,11.8,1.1,10.7,,68.3,1.0,3.6,5.86,36.4,6.8
1990-11-25,12.7,6.2,6.5,3.1,77.3,1.8,4.3,4.33,43.4,9.0
1990-11-26,10.2,2.9,7.3,,81.0,1.2,1.5,3.81,15.2,7.1
1990-11-27,16.1,3.6,12.5,,70.5,1.3,7.6,7.22,76.8,9.0
1990-11-28,17.8,4.1,13.7,,67.0,1.6,6.4,6.89,65.3,10.2
1990-11-29,16.4,8.9,7.5,,55.0,3.7,8.5,7.95,86.7,12.0
1990-11-30,14.4,8.2,6.2,,58.0,2.5,4.7,5.46,48.0,10.7
1990-12-01,9.0,-2.5,11.5,15.0,77.8,5.9,0.3,0.91,3.1,2.2
1990-12-02,-1.8,-5.6,3.8,0.0,67.0,5.1,2.5,3.13,25.5,-3.8
1990-12-03,2.3,-6.8,9.1,,61.8,1.4,2.6,4.55,26.8,-2.3
1990-12-04,7.4,-2.5,9.9,,79.8,1.8,5.2,5.32,53.6,2.0
1990-12-05,11.1,2.3,8.8,0.0,72.0,2.6,3.3,3.08,34.0,6.5
1990-12-06,12.8,4.0,8.8,,74.3,3.0,4.4,4.89,45.4,8.5
1990-12-07,13.7,7.8,5.9,,81.5,3.0,0.7,1.88,7.2,11.1
1990-12-08,13.8,9.8,4.0,,78.3,1.9,1.4,2.89,14.4,11.3
1990-12-09,13.6,8.4,5.2,,84.0,1.6,0.5,2.9,5.2,10.5
1990-12-10,11.7,5.8,5.9,0.0,84.0,2.5,3.2,3.52,33.3,8.7
1990-12-11,5.8,-3.4,9.2,0.0,69.8,4.2,6.7,5.83,69.8,0.3
1990-12-12,3.6,-4.1,7.7,,62.8,1.8,4.7,4.47,49.0,-0.3
1990-12-13,3.8,-2.3,6.1,1.9,80.5,1.7,0.0,1.27,0.0,1.0
1990-12-14,4.5,-3.4,7.9,1.8,63.8,3.9,7.7,6.82,80.2,1.6
1990-12-15,0.9,-6.0,6.9,,43.5,2.1,7.8,5.62,81.3,-2.6
1990-12-16,3.5,-3.5,7.0,0.0,53.0,2.0,8.1,7.23,84.4,-0.1
1990-12-17,1.9,-3.3,5.2,0.1,71.3,1.7,0.0,2.24,0.0,-0.4
1990-12-18,3.0,-2.5,5.5,0.0,63.3,2.2,7.9,6.23,82.3,0.1
1990-12-19,4.1,-5.1,9.2,,64.8,1.3,7.4,5.08,77.1,-1.0
1990-12-20,6.1,-2.6,8.7,,65.5,1.4,3.2,2.31,33.3,1.2
1990-12-21,9.0,0.7,8.3,0.5,70.0,3.4,0.0,1.13,0.0,4.3
1990-12-22,5.3,-3.2,8.5,0.9,70.5,5.7,3.9,3.8,40.6,1.6
1990-12-23,-0.8,-6.4,5.6,,56.0,4.8,8.3,4.08,86.5,-3.5
1990-12-24,1.4,-8.4,9.8,,51.5,1.7,8.8,5.19,91.7,-3.7
1990-12-25,2.6,-5.8,8.4,5.7,71.8,3.7,0.0,0.87,0.0,-1.2
1990-12-26,-5.8,-11.8,6.0,0.0,60.3,6.7,7.2,2.55,75.0,-9.2
1990-12-27,-4.8,-12.9,8.1,,62.0,1.6,7.7,1.05,80.2,-9.0
1990-12-28,-1.2,-9.8,8.6,,64.0,1.6,2.4,1.39,25.0,-5.6
1990-12-29,0.4,-8.0,8.4,,66.5,1.5,8.1,2.49,84.4,-4.3
1990-12-30,3.7,-7.7,11.4,,64.0,1.6,7.3,0.99,76.0,-2.3
1990-12-31,8.8,-3.4,12.2,,64.8,1.2,7.7,6.0,80.2,1.7
1991-01-01,3.2,-4.5,7.7,0.5,72.8,3.1,0.0,0.89,0.0,0.8
1991-01-02,-3.4,-7.9,4.5,,40.5,3.3,8.4,0.97,87.5,-6.1
1991-01-03,-0.4,-9.7,9.3,1.7,65.8,2.7,4.6,1.39,47.9,-6.2
1991-01-04,-5.3,-10.8,5.5,,48.8,3.6,8.1,5.69,84.4,-8.5
1991-01-05,-7.0,-12.8,5.8,,49.3,3.8,8.4,5.88,86.6,-10.1
1991-01-06,-2.6,-12.9,10.3,,64.3,1.6,8.1,6.43,83.5,-8.0
1991-01-07,-0.7,-7.4,6.7,0.4,72.5,3.0,2.8,2.72,28.9,-4.3
1991-01-08,-3.9,-11.1,7.2,,62.8,2.7,7.9,7.43,81.4,-7.3
1991-01-09,-0.2,-10.6,10.4,,67.8,1.5,7.5,5.79,77.3,-5.5
1991-01-10,1.7,-4.1,5.8,0.0,66.5,1.3,6.6,5.72,68.0,-1.4
1991-01-11,0.2,-6.3,6.5,,61.8,1.8,4.1,4.67,41.8,-3.2
1991-01-12,0.3,-6.8,7.1,,52.3,3.4,7.7,7.16,78.6,-3.8
1991-01-13,-2.7,-9.2,6.5,,51.0,3.0,8.6,8.12,87.8,-6.0
1991-01-14,-2.3,-8.8,6.5,,45.8,1.4,2.8,4.29,28.6,-6.0
1991-01-15,2.2,-7.2,9.4,0.0,71.8,1.7,3.4,3.92,34.7,-3.1
1991-01-16,6.5,-4.5,11.0,1.3,78.3,3.1,3.0,4.72,30.3,1.1
1991-01-17,3.3,-5.3,8.6,,55.8,4.0,8.6,10.02,86.9,-2.5
1991-01-18,2.6,-7.4,10.0,,52.5,1.5,8.5,8.99,85.9,-3.0
1991-01-19,6.4,-5.5,11.9,,57.5,1.6,8.1,8.77,81.8,-0.4
1991-01-20,9.7,-4.0,13.7,,54.8,1.2,7.8,9.61,78.0,2.2
1991-01-21,8.1,1.3,6.8,,49.5,1.8,0.0,3.09,0.0,4.6
1991-01-22,4.6,0.6,4.0,1.6,84.8,2.0,0.0,1.14,0.0,2.9
1991-01-23,7.2,-2.1,9.3,,74.5,1.4,7.9,8.88,79.0,1.9
1991-01-24,2.1,-0.1,2.2,8.9,89.5,2.3,0.0,0.62,0.0,0.7
1991-01-25,0.3,-3.8,4.1,,66.5,3.0,9.2,11.72,91.1,-1.4
1991-01-26,1.7,-6.8,8.5,,57.0,1.9,8.8,11.99,87.1,-2.7
1991-01-27,1.4,-6.9,8.3,,64.0,1.4,8.4,9.11,82.4,-2.7
1991-01-28,4.8,-6.3,11.1,,62.8,1.2,8.6,10.49,84.3,-1.4
1991-01-29,5.6,-4.9,10.5,,60.3,1.6,8.6,10.21,84.3,0.0
1991-01-30,3.9,-4.2,8.1,,66.3,1.7,7.8,7.41,76.5,-0.4
1991-01-31,3.6,-4.7,8.3,,73.8,2.1,6.6,9.84,64.1,-1.1
1991-02-01,1.1,-4.3,5.4,,61.5,3.0,9.0,11.46,87.4,-2.0
1991-02-02,2.5,-6.6,9.1,,53.5,1.8,7.7,10.21,74.8,-2.4
1991-02-03,3.6,-5.2,8.8,,68.0,1.9,7.9,8.22,76.0,-0.9
1991-02-04,1.1,-4.3,5.4,1.5,68.5,3.8,7.5,11.58,72.1,-0.3
1991-02-05,1.6,-6.7,8.3,,56.8,2.2,8.4,9.77,80.8,-2.9
