기준년월,관광객 유형,제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 ,건당이용금액,데이터기준일자
2015-07,내국인 관광객,서귀포시,남원읍,농축수산품,남,20대,605000,16,37813,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,40대,22851590,607,37647,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,농축수산품,여,20대,8474448,226,37498,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,여,40대,4336000,117,37060,2017-02-16
2015-07,내국인 관광객,제주시,연동,신   발,여,20대,701500,19,36921,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,남,40대,1357000,37,36676,2017-02-16
2015-07,내국인 관광객,제주시,노형동,농축수산품,여,30대,2060020,57,36141,2017-02-16
2015-07,내국인 관광객,제주시,노형동,정장(여성),여,50대,790700,22,35941,2017-02-16
2015-07,내국인 관광객,제주시,연동,신   발,여,40대,460500,13,35423,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,여,50대,350000,10,35000,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,30대,41673120,1200,34728,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,2479490,72,34437,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스포츠레져용품,남,30대,857500,25,34300,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,남,50대,1024400,30,34147,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,남,40대,4992550,148,33733,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,신   발,여,20대,337000,10,33700,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,1906900,57,33454,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,남,50대,1426500,43,33174,2017-02-16
2015-07,내국인 관광객,제주시,노형동,농축수산품,남,20대,791800,24,32992,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,남,20대,1894000,59,32102,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,정장(여성),여,20대,6705700,209,32085,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,남,50대,25188400,788,31965,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,여,50대,445420,14,31816,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,농축수산품,여,20대,7314743,230,31803,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,여,40대,2254500,71,31754,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,농축수산품,여,20대,1553900,49,31712,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,남,40대,37057900,1177,31485,2017-02-16
2015-07,내국인 관광객,제주시,연동,기타음료식품,남,40대,501800,16,31363,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,남,40대,811100,26,31196,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,남,20대,433970,14,30998,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,남,40대,4892000,159,30767,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,여,40대,1166100,38,30687,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,악세 사리,여,30대,1155100,38,30397,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,악세 사리,여,40대,516400,17,30376,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기념품 점,여,40대,1290100,43,30002,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,여,30대,716300,24,29846,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,여,20대,4162650,140,29733,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,여,40대,30806000,1038,29678,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,여,50대,17013807,574,29641,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,악세 사리,여,30대,854500,29,29466,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,50대,16441120,560,29359,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,남,30대,5777600,197,29328,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,남,50대,846800,29,29200,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,40대,28770520,987,29149,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,정장(여성),여,30대,871000,30,29033,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,30대,22121786,763,28993,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,50대,693600,24,28900,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,악세 사리,여,40대,400400,14,28600,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,남,30대,43033700,1512,28461,2017-02-16
2015-07,내국인 관광객,제주시,연동,악세 사리,여,50대,340800,12,28400,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,567700,20,28385,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,남,40대,1048200,37,28330,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,480000,17,28235,2017-02-16
2015-07,내국인 관광객,제주시,연동,안경,남,20대,985700,35,28163,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,남,40대,1505300,54,27876,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스포츠레져용품,남,40대,806700,29,27817,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,의원,여,50대,275400,10,27540,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,여,30대,7813100,285,27414,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,남,50대,383000,14,27357,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,1800600,66,27282,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스포츠레져용품,남,30대,322000,12,26833,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,악세 사리,남,30대,424500,16,26531,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,여,30대,47662800,1797,26524,2017-02-16
2015-07,내국인 관광객,제주시,연동,안경,여,20대,3337200,127,26277,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,262300,10,26230,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,여,40대,603000,23,26217,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,50대,3698900,142,26049,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,정장(여성),남,40대,492400,19,25916,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스포츠레져용품,남,50대,826500,32,25828,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,여,20대,695000,27,25741,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,여,40대,1353200,53,25532,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,남,30대,7127950,280,25457,2017-02-16
2015-07,내국인 관광객,제주시,연동,농축수산품,여,20대,1241700,49,25341,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,남,40대,1007940,40,25199,2017-02-16
2015-07,내국인 관광객,제주시,연동,악세 사리,여,20대,1273000,51,24961,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,남,50대,3303410,133,24838,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기념품 점,여,50대,271000,11,24636,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,남,50대,784190,32,24506,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,남,30대,3560000,146,24384,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,여,40대,15308570,631,24261,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,남,20대,3405400,142,23982,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,남,40대,7381000,310,23810,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,정장(여성),여,40대,261800,11,23800,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,남,20대,27824700,1174,23701,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,여,50대,1465150,62,23631,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,519600,22,23618,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,여,40대,1130900,48,23560,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,여,40대,5968000,258,23132,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,9443320,411,22976,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기념품 점,여,20대,50111600,2181,22976,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,1374500,60,22908,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,40대,16090590,704,22856,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,약국,여,50대,684960,30,22832,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,524800,23,22817,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,여,40대,3369200,148,22765,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,여,50대,1856700,82,22643,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,6768130,299,22636,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,남,50대,290900,13,22377,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,여,40대,11288060,505,22353,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,여,50대,1449500,65,22300,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,약국,남,50대,1956910,88,22238,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,남,40대,6940330,314,22103,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,의원,여,50대,242600,11,22055,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,여,30대,6720150,305,22033,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,스넥,남,40대,374500,17,22029,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,의원,여,20대,396500,18,22028,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,남,50대,505200,23,21965,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,남,50대,3336800,152,21953,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,악세 사리,남,20대,219500,10,21950,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,남,50대,2003000,92,21772,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,농축수산품,남,20대,303000,14,21643,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,악세 사리,남,30대,389000,18,21611,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,스넥,남,30대,432000,20,21600,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,602200,28,21507,2017-02-16
2015-07,내국인 관광객,제주시,노형동,의원,남,50대,2059200,96,21450,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,50대,4045780,190,21294,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,농축수산품,남,20대,276810,13,21293,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,악세 사리,남,20대,467100,22,21232,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,50대,783690,37,21181,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,1288700,61,21126,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,1194400,57,20954,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,남,30대,6444110,308,20922,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기타음료식품,남,50대,1754950,84,20892,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,여,30대,2136000,103,20738,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,남,30대,8895900,430,20688,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,여,50대,310200,15,20680,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,여,30대,4854960,235,20659,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,289000,14,20643,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,의원,여,20대,226900,11,20627,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,여,50대,7629810,371,20566,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,40대,2425140,118,20552,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,스넥,남,20대,203500,10,20350,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,여,40대,568270,28,20295,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,526010,26,20231,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,1333400,66,20203,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,40대,7232380,359,20146,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,50대,7998470,398,20097,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,50대,4460310,223,20001,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,10153940,508,19988,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,약국,여,40대,2033780,102,19939,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,여,40대,617800,31,19929,2017-02-16
2015-07,내국인 관광객,제주시,연동,약국,여,50대,1573510,79,19918,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,여,40대,9228370,464,19889,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,여,30대,8259800,416,19855,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,여,40대,3702290,187,19798,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,의원,남,50대,336300,17,19782,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,여,30대,711900,36,19775,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,20261120,1030,19671,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,여,40대,3923600,200,19618,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,여,40대,2471000,126,19611,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,남,40대,3213500,165,19476,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,2042030,106,19264,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,악세 사리,여,20대,2483900,129,19255,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,남,20대,4788100,249,19229,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,1479090,77,19209,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,남,30대,901940,47,19190,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,남,50대,4389000,229,19166,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,여,50대,343000,18,19056,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,1653000,87,19000,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,40대,6208210,328,18927,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,남,20대,188800,10,18880,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,남,50대,12422080,659,18850,2017-02-16
2015-07,내국인 관광객,제주시,연동,기타음료식품,남,30대,376460,20,18823,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,남,40대,10967600,583,18812,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,남,40대,4622700,246,18791,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,남,40대,17282320,920,18785,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,4072940,218,18683,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,의원,여,50대,1025500,55,18645,2017-02-16
2015-07,내국인 관광객,제주시,연동,기타음료식품,여,40대,371300,20,18565,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,15521140,838,18522,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,590500,32,18453,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,여,50대,3283800,178,18448,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,551600,30,18387,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,3508900,191,18371,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,2460250,134,18360,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,남,20대,2493700,136,18336,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,50대,7480430,409,18290,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,여,50대,7987710,438,18237,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,스넥,여,20대,4059200,223,18203,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,스넥,여,40대,418300,23,18187,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,남,50대,1216500,67,18157,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,50대,2467660,136,18145,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,여,30대,10199150,563,18116,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,여,40대,1358240,75,18110,2017-02-16
2015-07,내국인 관광객,제주시,연동,약국,여,40대,2604370,144,18086,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,14170270,786,18028,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,4608600,256,18002,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,664500,37,17959,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,남,50대,11631900,648,17950,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,여,30대,9903000,552,17940,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,의원,남,40대,1575100,88,17899,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,301400,17,17729,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,의원,여,40대,283100,16,17694,2017-02-16
2015-07,내국인 관광객,제주시,연동,기념품 점,여,20대,4768000,271,17594,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,여,20대,262810,15,17521,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,남,30대,7883100,453,17402,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,486300,28,17368,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,스넥,여,30대,364500,21,17357,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,여,20대,6377750,368,17331,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,여,20대,311700,18,17317,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,남,40대,310700,18,17261,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,남,40대,654000,38,17211,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,여,30대,6288400,366,17181,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,1183710,69,17155,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,940000,55,17091,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,953040,56,17019,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,1869610,110,16996,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,농축수산품,남,20대,2402900,143,16803,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,의원,여,40대,335800,20,16790,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,1708600,102,16751,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,여,30대,368100,22,16732,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,50대,4065060,243,16729,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,남,30대,1037100,62,16727,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,30대,2202510,132,16686,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,766190,46,16656,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,스넥,여,20대,8114700,492,16493,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,정장(여성),남,30대,309500,19,16289,2017-02-16
2015-07,내국인 관광객,제주시,연동,의원,여,20대,553700,34,16285,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,여,50대,1409500,87,16201,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스넥,남,50대,1239300,77,16095,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,남,50대,738750,46,16060,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,약국,여,50대,1007200,63,15987,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1422710,89,15986,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,50대,1470600,92,15985,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,7987940,502,15912,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,4899300,308,15907,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,여,30대,1492120,94,15874,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,의원,여,30대,1856800,117,15870,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,30대,3380530,215,15723,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,812800,52,15631,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,949520,61,15566,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,7093860,456,15557,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기념품 점,남,20대,1787500,115,15543,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기타음료식품,남,40대,3463950,223,15533,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기타음료식품,여,40대,2775330,179,15505,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,약국,남,40대,248000,16,15500,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,4029320,261,15438,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스넥,남,40대,2021600,131,15432,2017-02-16
2015-07,내국인 관광객,제주시,연동,약국,남,40대,2216310,144,15391,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,752500,49,15357,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,40대,1731110,113,15320,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,4340120,284,15282,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,30대,5759220,377,15276,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,남,30대,379500,25,15180,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,1076130,71,15157,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,남,20대,9533700,632,15085,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,927280,62,14956,2017-02-16
2015-07,내국인 관광객,제주시,노형동,약국,남,50대,1954960,131,14923,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,2976230,200,14881,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,11689630,789,14816,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,1121370,76,14755,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,남,30대,7684100,522,14720,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,50대,953170,65,14664,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,613410,42,14605,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,남,30대,19181900,1314,14598,2017-02-16
2015-07,내국인 관광객,제주시,노형동,기타음료식품,여,30대,275440,19,14497,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스포츠레져용품,여,40대,159300,11,14482,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스넥,여,50대,907300,63,14402,2017-02-16
2015-07,내국인 관광객,제주시,노형동,스넥,남,50대,2659950,185,14378,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,5162510,361,14301,2017-02-16
2015-07,내국인 관광객,제주시,연동,약국,여,30대,3635870,257,14147,2017-02-16
2015-07,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,310000,22,14091,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,여,30대,19186700,1366,14046,2017-02-16
2015-07,내국인 관광객,제주시,노형동,약국,남,40대,3061760,218,14045,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,스넥,남,30대,421000,30,14033,2017-02-16
2015-07,내국인 관광객,제주시,삼도2동,스넥,남,40대,474500,34,13956,2017-02-16
2015-07,내국인 관광객,서귀포시,남원읍,스넥,여,40대,1464000,105,13943,2017-02-16
2015-07,내국인 관광객,제주시,연동,약국,남,50대,1641060,118,13907,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,스넥,남,40대,3813300,275,13867,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기타음료식품,여,50대,914400,66,13855,2017-02-16
2015-07,내국인 관광객,제주시,이도2동,스넥,남,50대,1754700,127,13817,2017-02-16
2015-07,내국인 관광객,제주시,노형동,약국,여,40대,2982410,216,13807,2017-02-16
2015-07,내국인 관광객,제주시,애월읍,스넥,여,20대,20306520,1474,13776,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,14146990,1035,13669,2017-02-16
2015-07,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,7389230,542,13633,2017-02-16
2015-07,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,2548950,187,13631,2017-02-16
2015-07,내국인 관광객,제주시,용담2동,기타음료식품,여,20대,422000,31,13613,2017-02-16
2015-07,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,4076320,301,13543,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,485780,36,13494,2017-02-16
2015-07,내국인 관광객,제주시,연동,스넥,남,20대,6455360,483,13365,2017-02-16
2015-07,내국인 관광객,서귀포시,성산읍,의원,여,40대,277400,21,13210,2017-02-16
